word,frequency,genre
seasid,1,rock
boat,1,rock
sailin,1,rock
fish,2,rock
sayin,1,rock
folk,1,rock
racin,2,rock
pa,2,rock
twistin,1,rock
though,4,rock
aw,1,rock
bout,13,rock
progress,1,rock
knowin,1,rock
theyr,3,rock
loud,2,rock
sunshin,2,rock
ladi,5,rock
awaysumm,1,rock
winter,1,rock
thunder,1,rock
storm,2,rock
wake,1,rock
cover,2,rock
ghost,1,rock
shine,3,rock
broken,2,rock
co,1,rock
stone,2,rock
deep,2,rock
proud,8,rock
lie,4,rock
forgiv,2,rock
crythen,1,rock
may,2,rock
reach,2,rock
fortun,1,rock
sever,1,rock
ray,1,rock
wing,1,rock
bird,1,rock
prey,1,rock
eagl,2,rock
nest,3,rock
alright,13,rock
midst,1,rock
realli,14,rock
em,4,rock
knew,3,rock
sparkl,1,rock
sen,2,rock
keen,1,rock
feather,3,rock
preen,1,rock
vixen,1,rock
thought,1,rock
holdin,3,rock
ten,6,rock
onsil,1,rock
took,2,rock
seed,1,rock
frame,1,rock
fire,5,rock
anoth,24,rock
flame,4,rock
wheel,2,rock
silent,2,rock
seem,4,rock
nightmar,1,rock
begun,3,rock
bare,1,rock
blaze,1,rock
trembl,1,rock
command,1,rock
heal,1,rock
brand,1,rock
oni,1,rock
receiv,1,rock
messag,1,rock
laughin,1,rock
sight,1,rock
pack,2,rock
matchbox,1,rock
middl,4,rock
somehow,2,rock
finish,1,rock
payin,1,rock
ride,4,rock
type,1,rock
requir,1,rock
leavin,1,rock
nothin,2,rock
whoa,1,rock
must,4,rock
tryin,1,rock
pleas,18,rock
mr,3,rock
brakeman,1,rock
bell,2,rock
clear,2,rock
fireman,1,rock
pictur,1,rock
southern,1,rock
special,1,rock
destin,1,rock
heyoh,1,rock
ay,17,rock
tear,3,rock
mad,7,rock
news,2,rock
told,7,rock
sad,6,rock
hurt,3,rock
brought,1,rock
babywev,1,rock
four,3,rock
alreadi,1,rock
steadi,1,rock
went,1,rock
moonshin,1,rock
grain,1,rock
bag,1,rock
date,1,rock
hailla,1,rock
ball,1,rock
uh,4,rock
roar,1,rock
mountain,3,rock
round,5,rock
til,1,rock
fine,2,rock
gooddanc,1,rock
flower,2,rock
power,5,rock
guess,9,rock
evid,1,rock
cloth,7,rock
sippin,1,rock
booz,1,rock
preced,1,rock
glow,2,rock
car,1,rock
lion,1,rock
tadpol,1,rock
jar,1,rock
starti,1,rock
disclos,1,rock
newspap,1,rock
ahh,5,rock
lemm,2,rock
lord,1,rock
piti,1,rock
respect,1,rock
nobodi,2,rock
awoman,2,rock
ought,1,rock
whirl,1,rock
twirl,1,rock
excus,2,rock
bridg,4,rock
anybodi,1,rock
where,1,rock
confound,1,rock
bridgeii,1,rock
color,1,rock
upon,1,rock
gentl,1,rock
perfum,1,rock
pickin,5,rock
vibrat,16,rock
excit,16,rock
oom,15,rock
bop,35,rock
softli,1,rock
blossom,1,rock
elat,2,rock
sensat,1,rock
ahappenin,3,rock
na,16,rock
bopbopbopbop,3,rock
bopoh,1,rock
threatn,2,rock
today,4,rock
shelter,2,rock
fade,2,rock
child,5,rock
shot,19,rock
sweepin,1,rock
coal,1,rock
carpet,1,rock
bull,1,rock
rape,3,rock
yea,1,rock
flood,1,rock
gimm,14,rock
awayshould,1,rock
chase,1,rock
within,2,rock
weav,1,rock
cloak,2,rock
delight,1,rock
thread,1,rock
hour,6,rock
tide,1,rock
dim,1,rock
straight,1,rock
loom,1,rock
begin,1,rock
toast,1,rock
voic,1,rock
din,1,rock
ariann,1,rock
sustain,1,rock
spin,1,rock
sew,1,rock
forc,1,rock
bit,1,rock
lonelyid,1,rock
teenag,1,rock
radio,26,rock
invad,1,rock
mar,1,rock
becom,2,rock
background,1,rock
nois,1,rock
backdrop,1,rock
complain,1,rock
finest,3,rock
goo,6,rock
blah,4,rock
video,1,rock
hardli,1,rock
ear,1,rock
music,3,rock
depend,1,rock
stick,2,rock
visual,1,rock
radiooh,1,rock
steve,1,rock
warili,1,rock
brim,1,rock
low,2,rock
readi,10,rock
hang,1,rock
seat,3,rock
bullet,3,rock
rip,3,rock
beat,5,rock
bite,19,rock
happi,1,rock
satisfi,2,rock
kinda,2,rock
dusti,1,rock
oww,1,rock
eh,2,rock
plenti,1,rock
bring,1,rock
cheat,1,rock
treat,1,rock
repeat,1,rock
rightpleas,1,rock
introduc,2,rock
wealth,2,rock
stole,1,rock
wast,4,rock
jesu,1,rock
christ,1,rock
doubt,1,rock
pain,1,rock
damn,1,rock
pilat,1,rock
seal,1,rock
puzzl,4,rock
stuck,2,rock
st,1,rock
petersburg,1,rock
czar,1,rock
minist,1,rock
anastasia,1,rock
vain,1,rock
rode,1,rock
tank,1,rock
held,1,rock
gener,1,rock
blitzkrieg,1,rock
rage,1,rock
bodi,2,rock
stank,1,rock
glee,1,rock
queen,3,rock
fought,1,rock
decad,1,rock
kennedi,1,rock
trap,1,rock
troubadour,1,rock
bombay,1,rock
confus,1,rock
cop,1,rock
crimin,1,rock
sinner,1,rock
tail,1,rock
lucif,1,rock
restraint,1,rock
courtesi,1,rock
sympathi,2,rock
welllearn,1,rock
politess,1,rock
blame,1,rock
sweeti,1,rock
namethi,1,rock
handl,2,rock
jive,1,rock
jelli,1,rock
hot,2,rock
relax,2,rock
hip,2,rock
track,2,rock
hitchhik,2,rock
motorbik,2,rock
hum,2,rock
freddi,1,rock
yeahahhhhh,1,rock
minut,3,rock
joint,1,rock
distinct,1,rock
spender,2,rock
refin,1,rock
point,1,rock
pop,1,rock
cork,1,rock
spend,1,rock
ginsoak,1,rock
barroom,1,rock
memphi,1,rock
upstair,1,rock
heav,1,rock
shoulder,1,rock
honki,8,rock
tonk,8,rock
divorcé,1,rock
rose,1,rock
blew,2,rock
nose,2,rock
bluesi,1,rock
fallen,4,rock
side,1,rock
freeim,1,rock
atalkin,5,rock
midnight,16,rock
rambler,8,rock
gambler,4,rock
sighin,1,rock
sadli,1,rock
alisten,1,rock
moan,1,rock
talkin,4,rock
cmon,1,rock
hoot,1,rock
adress,1,rock
cat,1,rock
cockrel,1,rock
crow,1,rock
tellin,1,rock
boston,1,rock
bedroom,1,rock
raper,1,rock
anger,2,rock
knife,2,rock
sharpen,1,rock
tippi,1,rock
toe,4,rock
brainbel,1,rock
jongleur,1,rock
prowlin,1,rock
marbl,1,rock
hall,1,rock
pouncin,1,rock
panther,1,rock
smash,1,rock
plate,1,rock
stairway,1,rock
catch,1,rock
steal,1,rock
mistress,1,rock
fang,1,rock
throat,1,rock
hurtsi,1,rock
mari,10,rock
lou,10,rock
wed,2,rock
part,2,rock
sunni,1,rock
brown,9,rock
neah,1,rock
fuck,2,rock
sakehangin,1,rock
swingin,2,rock
clock,2,rock
seven,3,rock
cute,2,rock
button,2,rock
pointi,2,rock
teeth,2,rock
hangin,1,rock
stopah,1,rock
outyou,1,rock
movi,2,rock
squar,3,rock
blip,1,rock
doe,1,rock
step,2,rock
doahoho,1,rock
doadoadoado,1,rock
careground,1,rock
major,9,rock
tom,9,rock
protein,1,rock
pill,1,rock
helmet,1,rock
commenc,1,rock
countdown,1,rock
engin,1,rock
check,1,rock
ignit,1,rock
spoken,1,rock
nine,1,rock
six,1,rock
five,1,rock
liftoff,1,rock
grade,1,rock
whose,1,rock
shirt,1,rock
capsul,1,rock
peculiar,1,rock
tin,2,rock
hundr,1,rock
mile,1,rock
spaceship,1,rock
wife,1,rock
circuit,1,rock
someth,1,rock
wrong,1,rock
moon,1,rock
dobop,1,rock
bopaalu,1,rock
whop,17,rock
bam,9,rock
boo,8,rock
tutti,18,rock
frutti,18,rock
rudi,18,rock
bopalu,8,rock
sue,2,rock
east,1,rock
west,1,rock
daisi,4,rock
almost,4,rock
inde,2,rock
doin,4,rock
booanthoni,1,rock
groceri,1,rock
store,1,rock
savin,1,rock
penni,1,rock
leon,1,rock
sonni,1,rock
workin,1,rock
attack,1,rock
ack,1,rock
oughta,4,rock
hackensack,1,rock
movin,7,rock
sergeant,1,rock
oleari,1,rock
walkin,1,rock
bartend,1,rock
mister,1,rock
cacciator,1,rock
sullivan,1,rock
medic,1,rock
center,1,rock
tradin,1,rock
chevi,1,rock
cadillac,1,rock
least,1,rock
polish,1,rock
fender,1,rock
argu,1,rock
mmm,1,rock
pay,1,rock
sam,1,rock
overtim,1,rock
outgold,1,rock
coast,1,rock
slave,1,rock
ship,1,rock
bound,1,rock
cotton,1,rock
field,1,rock
sold,1,rock
market,1,rock
orlean,1,rock
scar,1,rock
slaver,1,rock
whip,1,rock
sugar,8,rock
young,2,rock
drum,1,rock
english,1,rock
blood,1,rock
wonderin,1,rock
bet,1,rock
cajun,1,rock
boyfriend,1,rock
wooo,3,rock
fantasi,1,rock
landslid,1,rock
escap,1,rock
realiti,1,rock
trigger,1,rock
thrown,1,rock
carri,2,rock
shiver,1,rock
spine,1,rock
ach,1,rock
truth,1,rock
silhouetto,1,rock
scaramouch,2,rock
fandango,1,rock
thunderbolt,1,rock
lightn,1,rock
frighten,1,rock
galileo,5,rock
figaro,1,rock
magnificooooo,1,rock
spare,1,rock
monstros,1,rock
bismillah,3,rock
mia,3,rock
beelzebub,1,rock
devil,1,rock
asid,1,rock
spit,1,rock
